label,video_url,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem
INFORMAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/informacaoSm_Prog001.mp4,True,I,NENHUM,Transmissão de notícias; comunicação.,"Antigamente o surdo tinha pouca informação, que agora aumenta com o surgimento da Closed- caption.",ANTIGAMENTE SURD@ INFORMAÇÃO POUC@ AGORA AUMENTAR POR-CAUSA SURGIMENT@ C-C.,SUBSTANTIVO,Nacional
INFORMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/informarSm_Prog001.mp4,True,I,NENHUM,Prestar informações; dar conhecimento.,A diretoria informou que a escola vai ficar fechada amanhã.,DIRETORIA INFORMAR AMANHÃ CASA^ESTUDO FECHAD@.,VERBO,Nacional
INFORMÁTICA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/informaticaSm_Prog001.mp4,True,I,NENHUM,"Conjunto de procedimentos relacionados com a coleta, manipulação, classificação, armazenamento e recuperação de dados, por meio de computadores.",Os alunos precisam de curso de informática.,A-L-U-N-O PRECISAR CURSO INFORMÁTICA.,SUBSTANTIVO,Nacional
INGÊNUO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingenuoSm_Prog001.mp4,True,I,NENHUM,Puro; inocente; simples; sem malícia.,"Você não pode acusá-lo, ele é ingênuo.",VOCÊ PODER-NÃO 2sACUSAR3s EL@ INGÊNUO.,ADJETIVO,Nacional
INGERIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingerirSm_Prog001.mp4,True,I,NENHUM,Engolir; deglutir.,Meu cachorro está com problema no estômago porque ingerir carne com veneno.,CACHORR@ ME@ PROBLEMA ESTÔMAGO INGERIR CARNE VENENO.,VERBO,Nacional
INGLATERRA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inglaterraSm_Prog001.mp4,True,I,PAÍS/ESTADO/CIDADE,"Um dos países do Reino Unido, que tem como capital a cidade de Londres. Outras cidades importantes: Liverpool, Edimburgo, Bristol.",Meu avó nasceu na Inglaterra.,ME@ V-O-V-Ó NASCER INGLATERRA.,SUBSTANTIVO,Nacional
INGLÊS1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inglesSm_Prog001.mp4,True,I,NENHUM,Pessoa que nasce na Inglaterra.,Eu tenho um amigo inglês.,EU TER AMIGO INGLÊS.,ADJETIVO,Nacional
INGLES2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingles2Sm_Prog001.mp4,True,I,NENHUM,Idioma falado na Inglaterra e nos Estados Unidos.,Meu filho sabe falar inglês.,FILH@ ME@ SABER FALAR INGLÊS.,SUBSTANTIVO,Nacional
INGRESSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingressarSm_Prog001.mp4,True,I,NENHUM,Passar a pertencer; entrar; tornar-se participante.,Eu ingressei no grupo que divulga a prevenção das drogas.,EU INGRESSAR GRUPO DIVULGAR PREVENÇÃO DROGAS.,VERBO,Nacional
INGRESSO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ingressoSm_Prog001.mp4,True,I,NUMERAL/DINHEIRO,"Bilhete que dá direito a entrar em cinema, teatro e em outros eventos que exigem retribuição.",Você precisa comprar os ingressos para o teatro com antecedência.,VOCÊ PRECISAR COMPRAR TEATRO INGRESSO ANTES.,SUBSTANTIVO,Nacional
INÍCIO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inicioSm_Prog001.mp4,True,I,NENHUM,Começo; princípio; ponto de partida.,"O início do filme foi ótimo e teve mais emoção, mas no final nada aconteceu.",FILME INÍCIO ÓTIM@ EMOÇÃO FINAL N-A-D-A.,SUBSTANTIVO,Nacional
INIMIGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inimigoSm_Prog001.mp4,True,I,NENHUM,O que não é amigo; aquele que dedica ou recebe ódio de outro; oponente ou adversário hostil.,Meu pai e meu tio brigaram e agora são inimigos.,ME@ P-A-I BRIGAR TI@ AGORA INIMIG@ JÁ.,ADJETIVO,Nacional
INJEÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/injecaoSm_Prog001.mp4,True,I,HIGIENE/SAÚDE,"Peça composta por seringa e agulha, com que se introduz algum líquido no corpo.",Eu detesto tomar injeção.,EU DETESTAR TOMAR-INJEÇÃO.,SUBSTANTIVO,Nacional
INJETAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/injetarSm_Prog001.mp4,True,I,NENHUM,"Introduzir, com a seringa, qualquer líquido no corpo, através dos músculos ou veias.",O médico não sabe injetar bem e estou preocupado.,MÉDICO SABER-NÃO INJETAR EU PREOCUPAD@.,VERBO,Nacional
INOCENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inocenteSm_Prog001.mp4,True,I,NENHUM,Aquele que não tem culpa.,"Coitado dele, a polícia o prendeu, mas ele é inocente.","COITAD@ EL@, POLÍCA PRENDER EL@ INOCENTE.",ADJETIVO,Nacional
INODORO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inodoroSm_Prog001.mp4,True,I,NENHUM,O que não tem cheiro.,"Ontem, comprei um desodorante inodoro para evitar a alergia.",ONTEM COMPRAR DESODORANTE TER-NÃO CHEIRO EVITAR ALERGIA.,ADJETIVO,Nacional
INOFENSIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inofensivoSm_Prog001.mp4,True,I,NENHUM,O que não faz mal; não machuca nem fere.,"Não há perigo nem precisa ter medo, a borboleta é inofensiva.","BORBOLETA, TER-NÃO PERIGO NÃO PRECISAR-NÃO MEDO.",ADJETIVO,Nacional
INQUÉRITO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inqueritoSm_Prog001.mp4,True,I,NENHUM,Conjunto de procedimentos que visa apurar uma ocorrência.,Roubaram meu carro na escola e eu vou pedir à polícia para abrir um inquérito.,ME@ CARRO ROUBAR CASA^ESTUDO EU PEDIR POLÍCIA INQUÉRITO.,SUBSTANTIVO,Nacional
INSANO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insanoSm_Prog001.mp4,True,I,NENHUM,Doente mental; demente; louco.,"Aquele homem de camisa verde é insano, quer suicidar-se.",AQUEL@ HOMEM CAMISA VERDE INSANO QUERER SUICIDAR.,ADJETIVO,Nacional
INSCREVER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inscreverSm_Prog001.mp4,True,I,NENHUM,"Incluir o nome entre os que irão participar de alguma atividade, como curso, concurso, competição desportiva.",Só no ano que vem irei inscrever-me para o vestibular.,EU INSCREVER VESTIBULAR SÓ ANO OUTRO.,VERBO,Nacional
INSCRIÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inscricaoSm_Prog001.mp4,True,I,NENHUM,"Registro, junto à autoridade competente, para participar de uma determinada atividade.",A inscrição para o vestibular fechou. Perdi e fiquei triste.,INSCRIÇÃO VESTIBULAR FECHAR EU PERDER TRISTE.,SUBSTANTIVO,Nacional
INSERIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inserirSm_Prog001.mp4,True,I,NENHUM,Incluir; acrescentar; anexar como parte de um determinado conteúdo.,"O dicionário de LIBRAS tem poucos sinais, é preciso inserir mais.",DICIONÁRIO LIBRAS SINAl+ POUC@ PRECISAR INSERIR MAIS.,VERBO,Nacional
INSETO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insetoSm_Prog001.mp4,True,I,ANIMAL/INSETO/PEIXE/AVE,"Animal invertebrado, com o corpo dividido em três regiões: cabeça (onde ficam as antenas), tórax (no qual ficam três pares de patas e as asas), e o abdome.",Eu tenho nojo dos insetos.,EU N-O-J-O BARATA-VÁRI@S.,SUBSTANTIVO,Nacional
INSÍGNIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insigniaSm_Prog001.mp4,True,I,NENHUM,Sinal; distintivo; emblema.,Todo policial é obrigado a mostrar a sua insígnia.,POLÍCIA TOD@ OBRIGAD@ MOSTRAR INSÍGNIA.,SUBSTANTIVO,Nacional
INSIGNIFICANTE1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insignificanteSm_Prog001.mp4,True,I,NENHUM,O que nada representa; sem valor; sem importância.,As pessoas reclamaram da insignificante palestra.,PESSOA RECLAMAR PALESTRA INSIGNIFICANTE.,ADJETIVO,Nacional
INSIGNIFICANTE2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insignificante2Sm_Prog001.mp4,True,I,NENHUM,Sem expressão; sem importância.,A casa da vovó fica lá no interior em um lugar insignificante.,CASA VOV@ LÁ INTERIOR LUGAR INSIGNIFICANTE.,ADJETIVO,Nacional
INSISTIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insistirSm_Prog001.mp4,True,I,NENHUM,"Pedir ou reclamar, repetidas vezes, a mesma coisa.",Mamãe insistiu para o papai comprar um carro zero quilômetro.,M-Ã-E INSISTIR P-A-I COMPRAR CARRO 0-KM.,VERBO,Nacional
INSÔNIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insoniaSm_Prog001.mp4,True,I,NENHUM,Falta de sono; dificuldade para dormir.,"Tive insônia na madrugada de ontem, por causa da minha briga com o namorado.",ONTEM MADRUGADA EU DORMIR CONSEGUIR-NÃO POR-CAUSA BRIGA NAMORAD@.,SUBSTANTIVO,Nacional
INSPETOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inspetorSm_Prog001.mp4,True,I,PROFISSÃO/TRABALHO,"Aquele que tem a função de vistoriar o desenvolvimento de atividades em escolas, empresas, aeroportos, obras, áreas de lazer e outros locais.",O inspetor trabalha bem.,INSPETOR TRABALHAR BEM.,SUBSTANTIVO,Nacional
INSTALAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instalarSm_Prog001.mp4,True,I,NENHUM,Montar; dispor para funcionamento.,Instalei uma memória nova no computador.,COMPUTADOR EU INSTALAR MEMÓRIA NOV@.,VERBO,Nacional
INSTINTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instintoSm_Prog001.mp4,True,I,SENTIMENTOS,"Aptidão inata; estímulo ou impulso natural, que leva pessoas e animais a certos atos, sem conhecer sua finalidade.",O instinto do leão e do gato são diferentes: o leão é bravo e come pessoas; o gato não.,DENTRO SENTIMENTO LEÃO GAT@ DIFERENTE LEÃO BRAV@ COMER PESSOA GAT@ NÃO.,SUBSTANTIVO,Nacional
INSTRUIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instruirSm_Prog001.mp4,True,I,NENHUM,Dar instrução; ensinar; orientar; conduzir.,"Ele instruiu o filho, mas o filho não rejeitou a orientação.","EL@ FILH@ 3sINSTRUIR3s, FILH@ ACEITAR-NÃO CONSELHO.",VERBO,Nacional
INSTRUTOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/instrutorSm_Prog001.mp4,True,I,PROFISSÃO/TRABALHO,"Aquele que usa seus conhecimentos profissionais para educar, orientar, instruir alunos, em escolas, cursos, academias e outras instituições.",Um instrutor precisa ensinar bem e saber tudo sobre a LIBRAS.,INSTRUTOR PRECISAR ENSINAR BEM SABER TUD@ LIBRAS.,SUBSTANTIVO,Nacional
INSULTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/insultoSm_Prog001.mp4,True,I,NENHUM,Ofensa; despespeito; grosseria.,"A diretora não aceita insultos; se insistir, ela pode expulsar.",DIRETOR@ ACEITAR NÃO INSULTO S-I INSISTIR PODER EXPULSAR.,SUBSTANTIVO,Nacional
INTEGRAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/integracaoSm_Prog001.mp4,True,I,NENHUM,Processo de integrar-se; incorporação.,A palestra é importante para divulgar a integração de surdos com ouvintes.,PALESTRA IMPORTANTE INTEGRAÇÃO SURD@ OUVINTE DIVULGAR.,SUBSTANTIVO,Nacional
INTEGRAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/integrarSm_Prog001.mp4,True,I,NENHUM,Compor; complementar; unir.,O Mercosul vai integrar a América do Sul.,M-E-R-C-O-S-U-L INTEGRAR AMÉRICA-DO-SUL.,VERBO,Nacional
INTEIRO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inteiroSm_Prog001.mp4,True,I,NUMERAL/DINHEIRO,Completo; com todas as partes.,Comi um bolo inteiro e foi gostoso.,B-O-L-O EU COMER INTEIR@ GOSTOS@.,ADJETIVO,Nacional
INTELECTUAL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intelectualSm_Prog001.mp4,True,I,NENHUM,Aquele que se dedica ao estudo; pessoa com grande cultura literária.,"No Brasil, no período da ditadura, muitos intelectuais foram expulsos.",BRASIL GENERAL^OBRIGAR PESSOA PENSAMENTO^ALT@ MUIT@ EXPULSAR.,SUBSTANTIVO,Nacional
INTELIGENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/inteligenteSm_Prog001.mp4,True,I,NENHUM,"Aquele que tem a faculdade de entender, pensar, raciocinar e interpretar; pessoa de grande compreensão e profundo conhecimento.",Minha filha é muito inteligente e esperta.,ME@ FILH@ INTELIGENTEmuito ESPERT@.,ADJETIVO,Nacional
INTENÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intencaoSm_Prog001.mp4,True,I,NENHUM,Intento; pensamento; propósito.,"Com certeza, ele teve intenção de colocar o vírus no computador.",EL@ INTENÇÃO V-Í-R-U-S COLOCAR COMPUTADOR CERTEZA.,SUBSTANTIVO,Nacional
INTERCÂMBIO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interc%C3%A2mbioSm_Prog001.mp4,False,I,NENHUM,"Troca de experiências, conhecimentos e informações.",É importante que os surdos do Brasil tenham intercâmbio com outros países.,IMPORTANTE SURD@ BRASIL INTERCÂMBIO OUTR@ PAÍS.,SUBSTANTIVO,Nacional
INTERESSANTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interessanteSm_Prog001.mp4,True,I,NENHUM,Motivador; estimulante; que prende a atenção.,Seu trabalho é bom e interessante.,TRABALHO SE@ INTERESSANTE BO@!,ADJETIVO,Nacional
INTERESSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interessarSm_Prog001.mp4,True,I,NENHUM,Manifestar ou provocar interesse; motivar; estimular.,Você se interessa por um curso de informática?,VOCÊ INTERESSAR CURSO INFORMÁTICA?,VERBO,Nacional
INTERESSE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interesseSm_Prog001.mp4,True,I,SENTIMENTOS,Sentimento que acompanha a atenção dirigida para um determinado conteúdo; vontade de conhecer ou fazer; estímulo.,Eu tenho interesse em trabalhar na pesquisa do dicionário.,EU INTERESSE TRABALHAR DICIONÁRIO PESQUISA.,SUBSTANTIVO,Nacional
INTERFERÊNCIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interferenciaSm_Prog001.mp4,True,I,NENHUM,Intromissão; intervenção; quebra de continuidade.,A diretoria não gosta da interferência durante a reunião.,REUNIÃO DIRETORIA GOSTAR-NÃO INTERFERÊNCIA.,SUBSTANTIVO,Nacional
INTERFERIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interferirSm_Prog001.mp4,True,I,NENHUM,Intrometer; intervir; dar palpites.,Não quero interferir na briga de namorados.,"BRIGA NAMORAD@, QUERER-NÃO INTERFERIR.",VERBO,Nacional
INTERINO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interinoSm_Prog001.mp4,True,I,PROFISSÃO/TRABALHO,Substituto temporário de outra pessoa; quem desenvolve um trabalho provisório.,A fábrica contratou cinco pessoas para trabalhar como interinos somente oito meses.,FÁBRICA CONTRATAR 5 PESSOA TRABALHAR INTERIN@ SOMENTE 8 MÊS.,ADJETIVO,Nacional
INTERIOR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interior1Sm_Prog001.mp4,True,I,NENHUM,O que está do lado de dentro; interno.,"O lado de fora da minha casa é feio, mas o interior é bonito.","CASA ME@ FORA FEI@, INTERIOR BONIT@.",ADJETIVO,Nacional
INTERIOR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interior2Sm_Prog001.mp4,True,I,PAÍS/ESTADO/CIDADE,"Toda a região de um estado, exceto sua capital e as cidades maiores.","O interior é bom e tranqüilo, combina com férias.",INTERIOR BO@ TRANQÜILO COMBINAR FÉRIAS.,SUBSTANTIVO,Nacional
INTERNACIONAL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internacionalSm_Prog001.mp4,True,I,NENHUM,O que diz respeito a várias nações; de interesse de várias nações.,O INES vai organizar um encontro internacional de surdos.,INES V-A-I ORGANIZAR ENCONTRO SURD@ INTERNACIONAL.,ADJETIVO,Nacional
INTERNAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internarSm_Prog001.mp4,True,I,NENHUM,"Colocar alguém em hospital, escola, pensionato ou clínica, para receber cuidados, instrução, tratamento ou outro tipo de atendimento.",Minha colega passou mal e se internou no hospital.,ME@ COLEGA M-A-L INTERNAR HOSPITAL.,VERBO,Nacional
INTERNATO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internatoSm_Prog001.mp4,True,I,NENHUM,"Acomodação oferecida a alunos de um colégio, idosos, crianças ou outros grupos de pessoas, por determinadas instituições.","Antigamente as escola para surdos eram internatos, agora não tem mais.",ANTIGAMENTE CASA^ESTUDO SURDO INTERNATO AGORA TER-NÃO.,SUBSTANTIVO,Nacional
INTERNET,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/internetSm_Prog001.mp4,True,I,NENHUM,"Rede de computadores multicêntrica, pública e de âmbito internacional, que possibilita a transmissão de dados e tem funções de correio eletrônico para usuários em todo o mundo.",Os surdos sempre batem papo na Internet.,SURD@ INTERNET SEMPRE BATER-PAPO.,SUBSTANTIVO,Nacional
INTERPRETAÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interpretacaoSm_Prog001.mp4,True,I,NENHUM,"Tradução, versão ou explicação de textos em língua estrangeira ou de sinais.",Aquele homem fez uma perfeita interpretação de inglês para português.,AQUEL@ HOMEM INTERPRETAÇÃO INGLÊS PORTUGUÊS PERFEIT@.,SUBSTANTIVO,Nacional
INTERPRETAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interpretarSm_Prog001.mp4,True,I,NENHUM,Explicar o sentido de textos em língua estrangeira ou de sinais.,Eu interpretei em LIBRAS e somente os surdos entenderam.,EU INTERPRETAR LIBRAS SÓ SURD@ ENTENDER.,VERBO,Nacional
INTÉRPRETE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interpreteSm_Prog001.mp4,True,I,PROFISSÃO/TRABALHO,Pessoa que desempenha a função de tradutor para quem fala línguas diferentes.,"O médico precisa de um intérprete, porque não consegue entender o surdo se comunicando em LIBRAS.",MÉDIC@ PRECISAR INTÉRPRETE PORQUE ENTENDER-NÃO SURD@ LIBRAS.,SUBSTANTIVO,Nacional
INTERROMPER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interromperSm_Prog001.mp4,True,I,NENHUM,Cortar um diálogo; romper a continuidade de um trabalho ou atividade.,"Eu estava conversando com a professora e um aluno, sem educação, interrompeu.",EU PROFESSOR@ CONVERSAR A-L-U-N-@ INTERROMPER EDUCAÇÃO TER-NÃO.,VERBO,Nacional
INTERRUPTOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/interruptorSm_Prog001.mp4,True,I,APARELHO/MÁQUINA,"Dispositivo que serve para interromper ou dar continuidade a um circuito elétrico, possibilitando que sejam ligados ou desligados motores, lâmpadas e outros aparelhos.",O interruptor da minha casa quebrou e eu preciso comprar um novo.,ME@ CASA INTERRUPTOR QUEBRAR PRECISAR COMPRAR OUTR@ NOV@.,SUBSTANTIVO,Nacional
INTERVALO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intervaloSm_Prog001.mp4,True,I,NENHUM,Espaço de tempo livre entre uma aula e outra.,Você sabe a hora do intervalo do curso de Libras?,VOCÊ SABER CURSO LIBRAS INTERVALO HORA?,SUBSTANTIVO,Nacional
INTERVIR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intervirSm_Prog001.mp4,True,I,NENHUM,Interferir; interromper.,"Eu estava conversando com uma garota e quase estava conseguindo namorar com ela, mas você interveio e atrapalhou.",EU CONVERSAR MULHER QUASE NAMORAR VOCÊ INTERVIR ATRAPALHAR.,VERBO,Nacional
INTESTINO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intestinoSm_Prog001.mp4,False,I,CORPO,"Órgão do tubo digestivo, que se estende do estômago ao ânus.",O médico disse que preciso operar o meu intestino.,MÉDIC@ DIZER INTESTINO EU PRECISAR OPERAR.,SUBSTANTIVO,Nacional
INTIMAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intimarSm_Prog001.mp4,True,I,NENHUM,Convocar; notificar; determinar.,A polícia intimou meu pai a ir à justiça amanhã.,POLÍCIA P-A-I INTIMAR JUSTIÇA AMANHÃ IR.,VERBO,Nacional
INTREPIDEZ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/intrepidezSm_Prog001.mp4,True,I,SENTIMENTOS,Ousadia; ânimo; coragem; destemor.,É impressionante a intrepidez do surfista com a onda enorme.,SURFISTA INTREPIDEZ ONDA ENORME IMPRESSIONANTE.,SUBSTANTIVO,Nacional
INTRODUÇÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/introducaoSm_Prog001.mp4,True,I,NENHUM,"Parte inicial de um livro, onde são apresentados o argumento e os objetivos da obra, e o modo como o tema será tratado.",O livro que conta a história dos surdos tem uma introdução um pouco complicada.,LIVRO CONTAR HISTÓRIA VIDA SURD@ INTRODUÇÃO POUC@ COMPLICAD@.,SUBSTANTIVO,Nacional
